Model,MDO34
Firmware Version,1.6.0

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.1
Horizontal Delay,0.431
Sample Interval,0.001
Record Length,1000
Gating,0.1% to 100.0%
Probe Attenuation,200
Vertical Units,V
Vertical Offset,0
Vertical Scale,200
Vertical Position,0.02
,
,
,
Label,UL31
TIME,CH3
-6.90e-02,4
-6.80e-02,4
-6.70e-02,-4
-6.60e-02,4
-6.50e-02,4
-6.40e-02,-4
-6.30e-02,-4
-6.20e-02,4
-6.10e-02,4
-6.00e-02,-4
-5.90e-02,-4
-5.80e-02,-4
-5.70e-02,-4
-5.60e-02,4
-5.50e-02,-4
-5.40e-02,-4
-5.30e-02,-4
-5.20e-02,-4
-5.10e-02,-4
-5.00e-02,4
-4.90e-02,4
-4.80e-02,4
-4.70e-02,4
-4.60e-02,4
-4.50e-02,4
-4.40e-02,4
-4.30e-02,-4
-4.20e-02,-4
-4.10e-02,-4
-4.00e-02,-4
-3.90e-02,-4
-3.80e-02,4
-3.70e-02,-4
-3.60e-02,12
-3.50e-02,4
-3.40e-02,4
-3.30e-02,4
-3.20e-02,4
-3.10e-02,4
-3.00e-02,4
-2.90e-02,4
-2.80e-02,4
-2.70e-02,4
-2.60e-02,-4
-2.50e-02,-4
-2.40e-02,4
-2.30e-02,-4
-2.20e-02,4
-2.10e-02,4
-2.00e-02,-4
-1.90e-02,-4
-1.80e-02,4
-1.70e-02,4
-1.60e-02,-4
-1.50e-02,-4
-1.40e-02,4
-1.30e-02,4
-1.20e-02,-4
-1.10e-02,4
-1.00e-02,4
-9.00e-03,4
-8.00e-03,4
-7.00e-03,-4
-6.00e-03,4
-5.00e-03,4
-4.00e-03,4
-3.00e-03,4
-2.00e-03,-4
-1.00e-03,4
0.00e+00,-4
1.00e-03,-4
2.00e-03,-4
3.00e-03,-4
4.00e-03,-4
5.00e-03,12
6.00e-03,4
7.00e-03,-4
8.00e-03,-4
9.00e-03,4
1.00e-02,4
1.10e-02,4
1.20e-02,4
1.30e-02,4
1.40e-02,4
1.50e-02,4
1.60e-02,4
1.70e-02,-4
1.80e-02,4
1.90e-02,-4
2.00e-02,4
2.10e-02,4
2.20e-02,4
2.30e-02,4
2.40e-02,4
2.50e-02,-4
2.60e-02,220
2.70e-02,44
2.80e-02,444
2.90e-02,268
3.00e-02,100
3.10e-02,-60
3.20e-02,316
3.30e-02,164
3.40e-02,-12
3.50e-02,452
3.60e-02,212
3.70e-02,36
3.80e-02,-132
3.90e-02,260
4.00e-02,100
4.10e-02,-60
4.20e-02,316
4.30e-02,148
4.40e-02,-4
4.50e-02,-188
4.60e-02,220
4.70e-02,44
4.80e-02,-116
4.90e-02,260
5.00e-02,100
5.10e-02,-60
5.20e-02,372
5.30e-02,156
5.40e-02,-4
5.50e-02,-180
5.60e-02,220
5.70e-02,44
5.80e-02,-116
5.90e-02,260
6.00e-02,100
6.10e-02,-60
6.20e-02,324
6.30e-02,164
6.40e-02,-4
6.50e-02,-188
6.60e-02,220
6.70e-02,44
6.80e-02,-124
6.90e-02,252
7.00e-02,108
7.10e-02,-60
7.20e-02,316
7.30e-02,164
7.40e-02,-4
7.50e-02,-180
7.60e-02,228
7.70e-02,44
7.80e-02,-108
7.90e-02,260
8.00e-02,100
8.10e-02,-52
8.20e-02,300
8.30e-02,164
8.40e-02,-4
8.50e-02,-172
8.60e-02,220
8.70e-02,44
8.80e-02,-108
8.90e-02,268
9.00e-02,108
9.10e-02,-44
9.20e-02,308
9.30e-02,164
9.40e-02,-4
9.50e-02,60
9.60e-02,220
9.70e-02,44
9.80e-02,-108
9.90e-02,268
1.00e-01,108
1.01e-01,-44
1.02e-01,316
1.03e-01,164
1.04e-01,-4
1.05e-01,76
1.06e-01,228
1.07e-01,52
1.08e-01,-108
1.09e-01,268
1.10e-01,108
1.11e-01,-52
1.12e-01,324
1.13e-01,164
1.14e-01,4
1.15e-01,148
1.16e-01,220
1.17e-01,60
1.18e-01,-108
1.19e-01,268
1.20e-01,108
1.21e-01,-52
1.22e-01,324
1.23e-01,172
1.24e-01,-4
1.25e-01,284
1.26e-01,228
1.27e-01,60
1.28e-01,-108
1.29e-01,276
1.30e-01,116
1.31e-01,-44
1.32e-01,324
1.33e-01,172
1.34e-01,12
1.35e-01,396
1.36e-01,236
1.37e-01,60
1.38e-01,-108
1.39e-01,284
1.40e-01,116
1.41e-01,-44
1.42e-01,332
1.43e-01,172
1.44e-01,4
1.45e-01,444
1.46e-01,228
1.47e-01,60
1.48e-01,-108
1.49e-01,276
1.50e-01,108
1.51e-01,-36
1.52e-01,324
1.53e-01,180
1.54e-01,4
1.55e-01,444
1.56e-01,228
1.57e-01,68
1.58e-01,-100
1.59e-01,276
1.60e-01,116
1.61e-01,-36
1.62e-01,332
1.63e-01,172
1.64e-01,4
1.65e-01,380
1.66e-01,236
1.67e-01,60
1.68e-01,-100
1.69e-01,276
1.70e-01,132
1.71e-01,-36
1.72e-01,332
1.73e-01,172
1.74e-01,12
1.75e-01,372
1.76e-01,236
1.77e-01,68
1.78e-01,-100
1.79e-01,284
1.80e-01,116
1.81e-01,-36
1.82e-01,332
1.83e-01,188
1.84e-01,12
1.85e-01,380
1.86e-01,236
1.87e-01,68
1.88e-01,-92
1.89e-01,284
1.90e-01,116
1.91e-01,-36
1.92e-01,332
1.93e-01,188
1.94e-01,12
1.95e-01,388
1.96e-01,236
1.97e-01,60
1.98e-01,140
1.99e-01,284
2.00e-01,124
2.01e-01,-28
2.02e-01,340
2.03e-01,180
2.04e-01,4
2.05e-01,396
2.06e-01,244
2.07e-01,68
2.08e-01,188
2.09e-01,284
2.10e-01,132
2.11e-01,-28
2.12e-01,340
2.13e-01,188
2.14e-01,20
2.15e-01,396
2.16e-01,244
2.17e-01,76
2.18e-01,324
2.19e-01,292
2.20e-01,132
2.21e-01,-36
2.22e-01,348
2.23e-01,188
2.24e-01,12
2.25e-01,396
2.26e-01,236
2.27e-01,68
2.28e-01,428
2.29e-01,292
2.30e-01,124
2.31e-01,-28
2.32e-01,340
2.33e-01,188
2.34e-01,20
2.35e-01,396
2.36e-01,244
2.37e-01,76
2.38e-01,364
2.39e-01,292
2.40e-01,132
2.41e-01,-28
2.42e-01,340
2.43e-01,188
2.44e-01,12
2.45e-01,396
2.46e-01,244
2.47e-01,84
2.48e-01,460
2.49e-01,292
2.50e-01,132
2.51e-01,-28
2.52e-01,348
2.53e-01,196
2.54e-01,20
2.55e-01,404
2.56e-01,244
2.57e-01,84
2.58e-01,436
2.59e-01,300
2.60e-01,132
2.61e-01,-20
2.62e-01,348
2.63e-01,196
2.64e-01,28
2.65e-01,396
2.66e-01,252
2.67e-01,84
2.68e-01,428
2.69e-01,292
2.70e-01,132
2.71e-01,-20
2.72e-01,348
2.73e-01,196
2.74e-01,28
2.75e-01,396
2.76e-01,252
2.77e-01,76
2.78e-01,420
2.79e-01,292
2.80e-01,140
2.81e-01,-20
2.82e-01,348
2.83e-01,196
2.84e-01,20
2.85e-01,404
2.86e-01,252
2.87e-01,84
2.88e-01,428
2.89e-01,300
2.90e-01,140
2.91e-01,-20
2.92e-01,356
2.93e-01,204
2.94e-01,28
2.95e-01,396
2.96e-01,252
2.97e-01,84
2.98e-01,412
2.99e-01,300
3.00e-01,140
3.01e-01,-20
3.02e-01,348
3.03e-01,196
3.04e-01,28
3.05e-01,404
3.06e-01,252
3.07e-01,84
3.08e-01,340
3.09e-01,300
3.10e-01,140
3.11e-01,-12
3.12e-01,348
3.13e-01,196
3.14e-01,28
3.15e-01,404
3.16e-01,252
3.17e-01,84
3.18e-01,332
3.19e-01,308
3.20e-01,140
3.21e-01,-12
3.22e-01,356
3.23e-01,204
3.24e-01,28
3.25e-01,412
3.26e-01,260
3.27e-01,84
3.28e-01,308
3.29e-01,300
3.30e-01,140
3.31e-01,-12
3.32e-01,348
3.33e-01,204
3.34e-01,36
3.35e-01,404
3.36e-01,260
3.37e-01,92
3.38e-01,156
3.39e-01,308
3.40e-01,140
3.41e-01,-12
3.42e-01,356
3.43e-01,204
3.44e-01,36
3.45e-01,388
3.46e-01,260
3.47e-01,84
3.48e-01,-76
3.49e-01,308
3.50e-01,148
3.51e-01,-12
3.52e-01,364
3.53e-01,204
3.54e-01,36
3.55e-01,444
3.56e-01,260
3.57e-01,92
3.58e-01,-68
3.59e-01,308
3.60e-01,156
3.61e-01,-12
3.62e-01,364
3.63e-01,212
3.64e-01,28
3.65e-01,500
3.66e-01,268
3.67e-01,92
3.68e-01,-68
3.69e-01,308
3.70e-01,148
3.71e-01,-12
3.72e-01,372
3.73e-01,212
3.74e-01,36
3.75e-01,452
3.76e-01,268
3.77e-01,100
3.78e-01,-68
3.79e-01,316
3.80e-01,156
3.81e-01,-12
3.82e-01,380
3.83e-01,212
3.84e-01,44
3.85e-01,324
3.86e-01,276
3.87e-01,92
3.88e-01,-60
3.89e-01,316
3.90e-01,148
3.91e-01,-12
3.92e-01,380
3.93e-01,220
3.94e-01,44
3.95e-01,108
3.96e-01,268
3.97e-01,100
3.98e-01,-60
3.99e-01,324
4.00e-01,164
4.01e-01,-12
4.02e-01,388
4.03e-01,220
4.04e-01,44
4.05e-01,124
4.06e-01,276
4.07e-01,100
4.08e-01,-60
4.09e-01,316
4.10e-01,156
4.11e-01,-4
4.12e-01,372
4.13e-01,220
4.14e-01,44
4.15e-01,-116
4.16e-01,276
4.17e-01,100
4.18e-01,-68
4.19e-01,316
4.20e-01,164
4.21e-01,-4
4.22e-01,380
4.23e-01,220
4.24e-01,44
4.25e-01,-116
4.26e-01,268
4.27e-01,100
4.28e-01,-68
4.29e-01,316
4.30e-01,164
4.31e-01,-4
4.32e-01,380
4.33e-01,220
4.34e-01,52
4.35e-01,-116
4.36e-01,268
4.37e-01,108
4.38e-01,-52
4.39e-01,324
4.40e-01,164
4.41e-01,-4
4.42e-01,380
4.43e-01,220
4.44e-01,52
4.45e-01,-116
4.46e-01,284
4.47e-01,108
4.48e-01,-60
4.49e-01,332
4.50e-01,172
4.51e-01,-4
4.52e-01,388
4.53e-01,220
4.54e-01,44
4.55e-01,-116
4.56e-01,284
4.57e-01,108
4.58e-01,-52
4.59e-01,332
4.60e-01,164
4.61e-01,-4
4.62e-01,380
4.63e-01,212
4.64e-01,44
4.65e-01,-116
4.66e-01,284
4.67e-01,116
4.68e-01,-60
4.69e-01,332
4.70e-01,172
4.71e-01,-4
4.72e-01,372
4.73e-01,228
4.74e-01,52
4.75e-01,-108
4.76e-01,276
4.77e-01,108
4.78e-01,-52
4.79e-01,340
4.80e-01,172
4.81e-01,-4
4.82e-01,372
4.83e-01,236
4.84e-01,52
4.85e-01,-116
4.86e-01,284
4.87e-01,116
4.88e-01,-52
4.89e-01,332
4.90e-01,172
4.91e-01,4
4.92e-01,364
4.93e-01,228
4.94e-01,60
4.95e-01,-108
4.96e-01,292
4.97e-01,116
4.98e-01,-52
4.99e-01,332
5.00e-01,172
5.01e-01,-4
5.02e-01,372
5.03e-01,228
5.04e-01,60
5.05e-01,-108
5.06e-01,292
5.07e-01,116
5.08e-01,-52
5.09e-01,332
5.10e-01,172
5.11e-01,4
5.12e-01,372
5.13e-01,220
5.14e-01,60
5.15e-01,-108
5.16e-01,284
5.17e-01,116
5.18e-01,-44
5.19e-01,332
5.20e-01,172
5.21e-01,-4
5.22e-01,356
5.23e-01,236
5.24e-01,60
5.25e-01,-108
5.26e-01,292
5.27e-01,124
5.28e-01,-52
5.29e-01,332
5.30e-01,180
5.31e-01,4
5.32e-01,364
5.33e-01,228
5.34e-01,60
5.35e-01,-100
5.36e-01,284
5.37e-01,116
5.38e-01,-52
5.39e-01,348
5.40e-01,172
5.41e-01,4
5.42e-01,356
5.43e-01,236
5.44e-01,60
5.45e-01,-108
5.46e-01,292
5.47e-01,116
5.48e-01,-36
5.49e-01,348
5.50e-01,180
5.51e-01,4
5.52e-01,348
5.53e-01,236
5.54e-01,60
5.55e-01,-100
5.56e-01,292
5.57e-01,124
5.58e-01,-36
5.59e-01,348
5.60e-01,180
5.61e-01,12
5.62e-01,348
5.63e-01,236
5.64e-01,68
5.65e-01,-100
5.66e-01,292
5.67e-01,116
5.68e-01,-36
5.69e-01,340
5.70e-01,180
5.71e-01,12
5.72e-01,364
5.73e-01,236
5.74e-01,68
5.75e-01,-100
5.76e-01,292
5.77e-01,124
5.78e-01,-36
5.79e-01,340
5.80e-01,180
5.81e-01,12
5.82e-01,356
5.83e-01,236
5.84e-01,60
5.85e-01,-100
5.86e-01,292
5.87e-01,132
5.88e-01,-28
5.89e-01,348
5.90e-01,188
5.91e-01,12
5.92e-01,460
5.93e-01,244
5.94e-01,76
5.95e-01,-108
5.96e-01,300
5.97e-01,124
5.98e-01,-28
5.99e-01,340
6.00e-01,188
6.01e-01,12
6.02e-01,380
6.03e-01,244
6.04e-01,68
6.05e-01,-100
6.06e-01,300
6.07e-01,132
6.08e-01,-28
6.09e-01,356
6.10e-01,188
6.11e-01,12
6.12e-01,388
6.13e-01,236
6.14e-01,68
6.15e-01,-92
6.16e-01,300
6.17e-01,132
6.18e-01,-36
6.19e-01,340
6.20e-01,196
6.21e-01,20
6.22e-01,-164
6.23e-01,244
6.24e-01,76
6.25e-01,-100
6.26e-01,308
6.27e-01,140
6.28e-01,-28
6.29e-01,468
6.30e-01,188
6.31e-01,12
6.32e-01,196
6.33e-01,244
6.34e-01,76
6.35e-01,-68
6.36e-01,308
6.37e-01,124
6.38e-01,-28
6.39e-01,356
6.40e-01,188
6.41e-01,20
6.42e-01,612
6.43e-01,244
6.44e-01,68
6.45e-01,-92
6.46e-01,308
6.47e-01,140
6.48e-01,-28
6.49e-01,356
6.50e-01,204
6.51e-01,20
6.52e-01,404
6.53e-01,244
6.54e-01,84
6.55e-01,-92
6.56e-01,300
6.57e-01,140
6.58e-01,-28
6.59e-01,348
6.60e-01,188
6.61e-01,20
6.62e-01,316
6.63e-01,252
6.64e-01,76
6.65e-01,-100
6.66e-01,308
6.67e-01,140
6.68e-01,-28
6.69e-01,388
6.70e-01,196
6.71e-01,28
6.72e-01,132
6.73e-01,252
6.74e-01,84
6.75e-01,-92
6.76e-01,308
6.77e-01,132
6.78e-01,-28
6.79e-01,396
6.80e-01,196
6.81e-01,20
6.82e-01,140
6.83e-01,244
6.84e-01,76
6.85e-01,-92
6.86e-01,300
6.87e-01,140
6.88e-01,-28
6.89e-01,364
6.90e-01,196
6.91e-01,20
6.92e-01,500
6.93e-01,244
6.94e-01,92
6.95e-01,-76
6.96e-01,308
6.97e-01,140
6.98e-01,-20
6.99e-01,356
7.00e-01,196
7.01e-01,20
7.02e-01,436
7.03e-01,252
7.04e-01,84
7.05e-01,-84
7.06e-01,308
7.07e-01,140
7.08e-01,-20
7.09e-01,380
7.10e-01,204
7.11e-01,28
7.12e-01,100
7.13e-01,260
7.14e-01,84
7.15e-01,-92
7.16e-01,316
7.17e-01,140
7.18e-01,-12
7.19e-01,452
7.20e-01,204
7.21e-01,20
7.22e-01,116
7.23e-01,252
7.24e-01,84
7.25e-01,-92
7.26e-01,316
7.27e-01,148
7.28e-01,-12
7.29e-01,332
7.30e-01,204
7.31e-01,28
7.32e-01,564
7.33e-01,252
7.34e-01,92
7.35e-01,-76
7.36e-01,308
7.37e-01,156
7.38e-01,-12
7.39e-01,372
7.40e-01,204
7.41e-01,36
7.42e-01,548
7.43e-01,252
7.44e-01,84
7.45e-01,-76
7.46e-01,324
7.47e-01,140
7.48e-01,-20
7.49e-01,380
7.50e-01,204
7.51e-01,36
7.52e-01,380
7.53e-01,260
7.54e-01,92
7.55e-01,-68
7.56e-01,316
7.57e-01,156
7.58e-01,-20
7.59e-01,508
7.60e-01,204
7.61e-01,36
7.62e-01,68
7.63e-01,260
7.64e-01,100
7.65e-01,-76
7.66e-01,308
7.67e-01,164
7.68e-01,-12
7.69e-01,356
7.70e-01,212
7.71e-01,44
7.72e-01,548
7.73e-01,252
7.74e-01,100
7.75e-01,-68
7.76e-01,316
7.77e-01,148
7.78e-01,-12
7.79e-01,372
7.80e-01,212
7.81e-01,36
7.82e-01,556
7.83e-01,260
7.84e-01,100
7.85e-01,-68
7.86e-01,316
7.87e-01,164
7.88e-01,-12
7.89e-01,364
7.90e-01,212
7.91e-01,36
7.92e-01,-76
7.93e-01,268
7.94e-01,100
7.95e-01,-68
7.96e-01,316
7.97e-01,156
7.98e-01,-12
7.99e-01,452
8.00e-01,212
8.01e-01,44
8.02e-01,12
8.03e-01,268
8.04e-01,100
8.05e-01,-68
8.06e-01,324
8.07e-01,164
8.08e-01,-12
8.09e-01,380
8.10e-01,212
8.11e-01,36
8.12e-01,508
8.13e-01,268
8.14e-01,100
8.15e-01,-60
8.16e-01,324
8.17e-01,156
8.18e-01,-12
8.19e-01,380
8.20e-01,212
8.21e-01,44
8.22e-01,-140
8.23e-01,260
8.24e-01,100
8.25e-01,-60
8.26e-01,324
