Model,MDO34
7.42e-01,30
7.43e-01,30
7.44e-01,30
7.45e-01,30
7.46e-01,29.6
7.47e-01,30.4
7.48e-01,29.6
7.49e-01,30
7.50e-01,30
7.51e-01,30
7.52e-01,30
7.53e-01,30
7.54e-01,30.4
7.55e-01,29.6
7.56e-01,30
7.57e-01,30
7.58e-01,30
7.59e-01,30
7.60e-01,30
7.61e-01,30
7.62e-01,30
7.63e-01,29.6
7.64e-01,29.6
7.65e-01,29.6
7.66e-01,30
7.67e-01,30
7.68e-01,29.6
7.69e-01,29.6
7.70e-01,30
7.71e-01,29.6
7.72e-01,29.6
7.73e-01,29.6
7.74e-01,30
7.75e-01,30
7.76e-01,30
7.77e-01,30
7.78e-01,29.6
7.79e-01,30
7.80e-01,29.6
7.81e-01,29.6
7.82e-01,30
7.83e-01,30
7.84e-01,30
7.85e-01,29.6
7.86e-01,29.6
7.87e-01,30
7.88e-01,29.6
7.89e-01,30
7.90e-01,30
7.91e-01,29.6
7.92e-01,30
7.93e-01,29.6
7.94e-01,30
7.95e-01,30
7.96e-01,30
7.97e-01,30
7.98e-01,30
7.99e-01,29.6
8.00e-01,30
8.01e-01,30
8.02e-01,30
8.03e-01,30
8.04e-01,30
8.05e-01,30
8.06e-01,29.6
8.07e-01,30
8.08e-01,30
8.09e-01,30
8.10e-01,30
8.11e-01,30
8.12e-01,29.6
8.13e-01,29.6
8.14e-01,30
8.15e-01,30
8.16e-01,30
8.17e-01,30
8.18e-01,30
8.19e-01,30
8.20e-01,30
8.21e-01,30.4
8.22e-01,30
8.23e-01,30
8.24e-01,29.6
8.25e-01,30
8.26e-01,29.6
8.27e-01,29.6
8.28e-01,30
8.29e-01,30
8.30e-01,30
8.31e-01,30
8.32e-01,30
8.33e-01,29.6
8.34e-01,30
8.35e-01,30
8.36e-01,30.4
8.37e-01,29.6
8.38e-01,29.6
8.39e-01,30
8.40e-01,29.6
8.41e-01,30
8.42e-01,29.6
8.43e-01,30
8.44e-01,30
8.45e-01,30
8.46e-01,30
8.47e-01,30
8.48e-01,30
8.49e-01,30
8.50e-01,30
8.51e-01,29.6
8.52e-01,30
8.53e-01,30.4
8.54e-01,29.6
8.55e-01,30
8.56e-01,30
8.57e-01,29.6
8.58e-01,30
8.59e-01,30
8.60e-01,30
8.61e-01,30
8.62e-01,29.6
8.63e-01,30.4
8.64e-01,30.4
8.65e-01,29.6
8.66e-01,30.4
8.67e-01,29.6
8.68e-01,30
8.69e-01,30
8.70e-01,30
8.71e-01,29.6
8.72e-01,30.4
8.73e-01,30
8.74e-01,30
8.75e-01,30
8.76e-01,30
8.77e-01,30.4
8.78e-01,30
8.79e-01,29.6
8.80e-01,29.6
8.81e-01,30
8.82e-01,29.6
8.83e-01,30
8.84e-01,30
8.85e-01,30
8.86e-01,29.6
8.87e-01,30
8.88e-01,30
8.89e-01,30
8.90e-01,29.6
8.91e-01,29.6
8.92e-01,30
8.93e-01,30
8.94e-01,29.6
8.95e-01,30
8.96e-01,30
8.97e-01,30
8.98e-01,30
8.99e-01,30
9.00e-01,30
9.01e-01,30.4
9.02e-01,30
9.03e-01,30
9.04e-01,30
9.05e-01,30.4
9.06e-01,30
9.07e-01,30.4
9.08e-01,30
9.09e-01,30
9.10e-01,30.4
9.11e-01,30
9.12e-01,30
9.13e-01,29.6
9.14e-01,30
9.15e-01,29.6
9.16e-01,30
9.17e-01,29.6
9.18e-01,30
9.19e-01,30
9.20e-01,30
9.21e-01,30
9.22e-01,30
9.23e-01,30
9.24e-01,30
9.25e-01,30
9.26e-01,30
9.27e-01,29.6
9.28e-01,30.4
9.29e-01,30
9.30e-01,30

