Model,MDO34
Firmware Version,1.6.0

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.1
Horizontal Delay,0.431
Sample Interval,0.001
Record Length,1000
Gating,0.1% to 100.0%
Probe Attenuation,10
Vertical Units,A
Vertical Offset,0
Vertical Scale,5
Vertical Position,0.02
,
,
,
Label,UL12
TIME,CH1
-6.90e-02,-0.1
-6.80e-02,0.1
-6.70e-02,0.1
-6.60e-02,-0.1
-6.50e-02,-0.1
-6.40e-02,0.3
-6.30e-02,-0.1
-6.20e-02,-0.1
-6.10e-02,0.1
-6.00e-02,0.1
-5.90e-02,0.1
-5.80e-02,0.1
-5.70e-02,0.1
-5.60e-02,-0.1
-5.50e-02,0.1
-5.40e-02,-0.1
-5.30e-02,-0.1
-5.20e-02,-0.1
-5.10e-02,-0.1
-5.00e-02,0.1
-4.90e-02,-0.1
-4.80e-02,0.1
-4.70e-02,0.1
-4.60e-02,0.1
-4.50e-02,-0.1
-4.40e-02,-0.1
-4.30e-02,0.1
-4.20e-02,0.1
-4.10e-02,0.1
-4.00e-02,0.3
-3.90e-02,0.1
-3.80e-02,-0.1
-3.70e-02,0.3
-3.60e-02,-0.1
-3.50e-02,0.3
-3.40e-02,-0.1
-3.30e-02,0.1
-3.20e-02,0.1
-3.10e-02,-0.1
-3.00e-02,0.1
-2.90e-02,0.1
-2.80e-02,0.1
-2.70e-02,0.1
-2.60e-02,0.1
-2.50e-02,0.1
-2.40e-02,-0.1
-2.30e-02,0.1
-2.20e-02,0.1
-2.10e-02,-0.1
-2.00e-02,0.1
-1.90e-02,-0.1
-1.80e-02,0.1
-1.70e-02,0.1
-1.60e-02,0.1
-1.50e-02,-0.1
-1.40e-02,0.1
-1.30e-02,-0.1
-1.20e-02,-0.1
-1.10e-02,-0.1
-1.00e-02,0.1
-9.00e-03,0.1
-8.00e-03,0.1
-7.00e-03,0.1
-6.00e-03,0.1
-5.00e-03,0.3
-4.00e-03,0.1
-3.00e-03,0.1
-2.00e-03,-0.1
-1.00e-03,-0.1
0.00e+00,0.1
1.00e-03,-0.1
2.00e-03,-0.1
3.00e-03,-0.1
4.00e-03,0.1
5.00e-03,0.1
6.00e-03,0.1
7.00e-03,0.1
8.00e-03,0.1
9.00e-03,-0.1
1.00e-02,-0.1
1.10e-02,0.1
1.20e-02,0.1
1.30e-02,0.1
1.40e-02,0.1
1.50e-02,-0.1
1.60e-02,-0.1
1.70e-02,0.1
1.80e-02,0.1
1.90e-02,0.3
2.00e-02,-0.1
2.10e-02,0.3
2.20e-02,0.1
2.30e-02,0.1
2.40e-02,0.1
2.50e-02,0.1
2.60e-02,0.9
2.70e-02,1.3
2.80e-02,1.3
2.90e-02,2.7
3.00e-02,3.5
3.10e-02,3.3
3.20e-02,3.9
3.30e-02,4.9
3.40e-02,5.3
3.50e-02,4.7
3.60e-02,6.1
3.70e-02,6.3
3.80e-02,5.9
3.90e-02,6.3
4.00e-02,7.5
4.10e-02,7.1
4.20e-02,6.3
4.30e-02,7.7
4.40e-02,7.7
4.50e-02,6.3
4.60e-02,7.3
4.70e-02,8.1
4.80e-02,7.1
4.90e-02,6.7
5.00e-02,7.9
5.10e-02,7.3
5.20e-02,6.1
5.30e-02,7.5
5.40e-02,7.5
5.50e-02,6.3
5.60e-02,7.5
5.70e-02,8.1
5.80e-02,7.1
5.90e-02,7.1
6.00e-02,8.3
6.10e-02,7.5
6.20e-02,6.7
6.30e-02,7.9
6.40e-02,8.1
6.50e-02,6.7
6.60e-02,7.9
6.70e-02,8.5
6.80e-02,7.3
6.90e-02,7.3
7.00e-02,8.1
7.10e-02,7.5
7.20e-02,6.7
7.30e-02,7.9
7.40e-02,8.1
7.50e-02,6.5
7.60e-02,8.1
7.70e-02,8.7
7.80e-02,7.3
7.90e-02,7.7
8.00e-02,8.7
8.10e-02,7.7
8.20e-02,7.1
8.30e-02,8.1
8.40e-02,8.1
8.50e-02,6.7
8.60e-02,7.9
8.70e-02,8.5
8.80e-02,7.3
8.90e-02,7.3
9.00e-02,8.3
9.10e-02,7.5
9.20e-02,6.9
9.30e-02,8.5
9.40e-02,7.9
9.50e-02,6.5
9.60e-02,8.3
9.70e-02,8.7
9.80e-02,7.3
9.90e-02,7.7
1.00e-01,8.7
1.01e-01,7.7
1.02e-01,6.9
1.03e-01,8.1
1.04e-01,7.9
1.05e-01,6.3
1.06e-01,8.1
1.07e-01,8.3
1.08e-01,6.9
1.09e-01,7.5
1.10e-01,8.3
1.11e-01,7.5
1.12e-01,7.1
1.13e-01,8.1
1.14e-01,7.9
1.15e-01,6.5
1.16e-01,8.1
1.17e-01,8.3
1.18e-01,6.9
1.19e-01,7.5
1.20e-01,8.1
1.21e-01,7.5
1.22e-01,7.1
1.23e-01,8.1
1.24e-01,7.7
1.25e-01,6.3
1.26e-01,8.1
1.27e-01,8.1
1.28e-01,6.7
1.29e-01,7.3
1.30e-01,8.1
1.31e-01,7.3
1.32e-01,7.1
1.33e-01,7.9
1.34e-01,7.7
1.35e-01,6.3
1.36e-01,8.1
1.37e-01,8.1
1.38e-01,6.7
1.39e-01,7.5
1.40e-01,8.1
1.41e-01,7.3
1.42e-01,7.1
1.43e-01,8.1
1.44e-01,7.7
1.45e-01,6.7
1.46e-01,8.1
1.47e-01,8.1
1.48e-01,6.7
1.49e-01,7.7
1.50e-01,8.1
1.51e-01,7.1
1.52e-01,7.1
1.53e-01,8.1
1.54e-01,7.5
1.55e-01,6.5
1.56e-01,8.1
1.57e-01,7.9
1.58e-01,6.5
1.59e-01,7.7
1.60e-01,7.9
1.61e-01,6.9
1.62e-01,7.1
1.63e-01,8.1
1.64e-01,7.5
1.65e-01,6.7
1.66e-01,8.1
1.67e-01,7.9
1.68e-01,6.3
1.69e-01,7.7
1.70e-01,8.1
1.71e-01,6.9
1.72e-01,7.1
1.73e-01,7.9
1.74e-01,7.3
1.75e-01,6.7
1.76e-01,8.1
1.77e-01,7.9
1.78e-01,6.3
1.79e-01,7.7
1.80e-01,7.9
1.81e-01,6.9
1.82e-01,7.1
1.83e-01,8.1
1.84e-01,7.3
1.85e-01,6.9
1.86e-01,8.1
1.87e-01,7.9
1.88e-01,6.3
1.89e-01,7.5
1.90e-01,7.9
1.91e-01,6.9
1.92e-01,7.3
1.93e-01,8.1
1.94e-01,7.3
1.95e-01,6.9
1.96e-01,7.9
1.97e-01,7.7
1.98e-01,6.3
1.99e-01,7.9
2.00e-01,8.1
2.01e-01,6.7
2.02e-01,7.3
2.03e-01,8.1
2.04e-01,7.3
2.05e-01,6.9
2.06e-01,8.1
2.07e-01,7.7
2.08e-01,6.1
2.09e-01,7.7
2.10e-01,7.9
2.11e-01,6.7
2.12e-01,7.1
2.13e-01,7.9
2.14e-01,7.1
2.15e-01,6.9
2.16e-01,8.1
2.17e-01,7.7
2.18e-01,6.3
2.19e-01,7.9
2.20e-01,8.1
2.21e-01,6.7
2.22e-01,7.3
2.23e-01,8.1
2.24e-01,7.1
2.25e-01,7.1
2.26e-01,8.1
2.27e-01,7.7
2.28e-01,6.5
2.29e-01,7.9
2.30e-01,7.9
2.31e-01,6.7
2.32e-01,7.7
2.33e-01,8.1
2.34e-01,7.3
2.35e-01,7.5
2.36e-01,8.5
2.37e-01,7.9
2.38e-01,6.5
2.39e-01,8.1
2.40e-01,8.1
2.41e-01,6.7
2.42e-01,7.5
2.43e-01,8.1
2.44e-01,7.1
2.45e-01,7.1
2.46e-01,8.1
2.47e-01,7.9
2.48e-01,6.5
2.49e-01,7.9
2.50e-01,7.9
2.51e-01,6.9
2.52e-01,7.7
2.53e-01,8.3
2.54e-01,7.3
2.55e-01,7.3
2.56e-01,8.3
2.57e-01,7.9
2.58e-01,6.7
2.59e-01,8.1
2.60e-01,8.1
2.61e-01,6.9
2.62e-01,7.7
2.63e-01,8.3
2.64e-01,7.5
2.65e-01,7.1
2.66e-01,8.1
2.67e-01,7.7
2.68e-01,6.5
2.69e-01,7.9
2.70e-01,7.9
2.71e-01,6.7
2.72e-01,7.5
2.73e-01,8.1
2.74e-01,7.3
2.75e-01,7.1
2.76e-01,8.5
2.77e-01,7.9
2.78e-01,6.7
2.79e-01,8.1
2.80e-01,8.1
2.81e-01,6.9
2.82e-01,7.5
2.83e-01,8.1
2.84e-01,7.3
2.85e-01,6.9
2.86e-01,8.1
2.87e-01,7.5
2.88e-01,6.5
2.89e-01,7.9
2.90e-01,7.9
2.91e-01,6.7
2.92e-01,7.5
2.93e-01,8.1
2.94e-01,7.3
2.95e-01,7.1
2.96e-01,8.3
2.97e-01,7.7
2.98e-01,6.7
2.99e-01,7.9
3.00e-01,8.1
3.01e-01,6.9
3.02e-01,7.5
3.03e-01,8.1
3.04e-01,7.3
3.05e-01,7.3
3.06e-01,8.1
3.07e-01,7.9
3.08e-01,6.3
3.09e-01,7.7
3.10e-01,7.7
3.11e-01,6.7
3.12e-01,7.5
3.13e-01,8.1
3.14e-01,7.1
3.15e-01,6.9
3.16e-01,8.1
3.17e-01,7.9
3.18e-01,6.5
3.19e-01,7.7
3.20e-01,7.9
3.21e-01,6.9
3.22e-01,7.5
3.23e-01,8.1
3.24e-01,7.1
3.25e-01,6.9
3.26e-01,8.1
3.27e-01,7.5
3.28e-01,6.7
3.29e-01,7.7
3.30e-01,7.9
3.31e-01,6.7
3.32e-01,7.3
3.33e-01,7.9
3.34e-01,7.1
3.35e-01,6.9
3.36e-01,8.1
3.37e-01,7.7
3.38e-01,6.3
3.39e-01,7.5
3.40e-01,7.9
3.41e-01,6.7
3.42e-01,6.9
3.43e-01,7.5
3.44e-01,6.9
3.45e-01,6.1
3.46e-01,6.9
3.47e-01,6.7
3.48e-01,5.7
3.49e-01,6.3
3.50e-01,6.5
3.51e-01,5.9
3.52e-01,5.7
3.53e-01,6.1
3.54e-01,5.9
3.55e-01,5.3
3.56e-01,5.9
3.57e-01,6.1
3.58e-01,5.1
3.59e-01,5.5
3.60e-01,5.7
3.61e-01,5.1
3.62e-01,5.1
3.63e-01,5.5
3.64e-01,5.1
3.65e-01,4.5
3.66e-01,5.1
3.67e-01,5.1
3.68e-01,4.5
3.69e-01,4.7
3.70e-01,4.9
3.71e-01,4.3
3.72e-01,4.1
3.73e-01,4.5
3.74e-01,4.3
3.75e-01,3.7
3.76e-01,4.3
3.77e-01,4.3
3.78e-01,3.9
3.79e-01,3.9
3.80e-01,4.1
3.81e-01,3.9
3.82e-01,3.5
3.83e-01,3.9
3.84e-01,3.7
3.85e-01,3.1
3.86e-01,3.5
3.87e-01,3.7
3.88e-01,2.9
3.89e-01,3.1
3.90e-01,3.5
3.91e-01,3.1
3.92e-01,2.7
3.93e-01,3.1
3.94e-01,2.9
3.95e-01,2.3
3.96e-01,2.9
3.97e-01,2.9
3.98e-01,2.3
3.99e-01,2.7
4.00e-01,2.9
4.01e-01,2.5
4.02e-01,2.1
4.03e-01,2.5
4.04e-01,2.7
4.05e-01,1.7
4.06e-01,2.5
4.07e-01,2.5
4.08e-01,2.1
4.09e-01,2.3
4.10e-01,2.5
4.11e-01,2.1
4.12e-01,1.7
4.13e-01,2.1
4.14e-01,2.3
4.15e-01,1.3
4.16e-01,2.1
4.17e-01,2.3
4.18e-01,1.5
4.19e-01,1.7
4.20e-01,2.1
4.21e-01,1.7
4.22e-01,1.5
4.23e-01,1.9
4.24e-01,1.7
4.25e-01,1.1
4.26e-01,1.9
4.27e-01,1.7
4.28e-01,1.5
4.29e-01,1.5
4.30e-01,2.1
4.31e-01,1.5
4.32e-01,1.5
4.33e-01,1.9
4.34e-01,1.7
4.35e-01,1.1
4.36e-01,1.7
4.37e-01,1.9
4.38e-01,1.3
4.39e-01,1.3
4.40e-01,1.7
4.41e-01,1.3
4.42e-01,1.1
4.43e-01,1.7
4.44e-01,1.5
4.45e-01,0.7
4.46e-01,1.5
4.47e-01,1.7
4.48e-01,1.1
4.49e-01,1.3
4.50e-01,1.7
4.51e-01,1.5
4.52e-01,1.1
4.53e-01,1.7
4.54e-01,1.7
4.55e-01,0.9
4.56e-01,1.5
4.57e-01,1.7
4.58e-01,1.1
4.59e-01,1.3
4.60e-01,1.7
4.61e-01,1.3
4.62e-01,1.1
4.63e-01,1.7
4.64e-01,1.5
4.65e-01,0.7
4.66e-01,1.5
4.67e-01,1.5
4.68e-01,1.3
4.69e-01,1.3
4.70e-01,1.5
4.71e-01,1.3
4.72e-01,1.1
4.73e-01,1.7
4.74e-01,1.5
4.75e-01,0.7
4.76e-01,1.7
4.77e-01,1.3
4.78e-01,1.1
4.79e-01,1.1
4.80e-01,1.5
4.81e-01,1.1
4.82e-01,0.9
4.83e-01,1.3
4.84e-01,1.3
4.85e-01,0.7
4.86e-01,1.3
4.87e-01,1.5
4.88e-01,0.9
4.89e-01,1.3
4.90e-01,1.3
4.91e-01,1.1
4.92e-01,0.9
4.93e-01,1.1
4.94e-01,1.3
4.95e-01,0.5
4.96e-01,1.3
4.97e-01,1.3
4.98e-01,0.9
4.99e-01,1.1
5.00e-01,1.5
5.01e-01,0.9
5.02e-01,0.7
5.03e-01,1.3
5.04e-01,1.1
5.05e-01,0.5
5.06e-01,1.3
5.07e-01,1.3
5.08e-01,0.9
5.09e-01,1.3
5.10e-01,1.3
5.11e-01,0.9
5.12e-01,0.7
5.13e-01,1.1
5.14e-01,1.1
5.15e-01,0.5
5.16e-01,1.3
5.17e-01,1.3
5.18e-01,0.9
5.19e-01,0.9
5.20e-01,1.3
5.21e-01,0.9
5.22e-01,0.7
5.23e-01,1.1
5.24e-01,1.1
5.25e-01,0.5
5.26e-01,1.1
5.27e-01,1.1
5.28e-01,0.7
5.29e-01,0.7
5.30e-01,1.1
5.31e-01,0.9
5.32e-01,0.9
5.33e-01,1.1
5.34e-01,1.1
5.35e-01,0.5
5.36e-01,1.1
5.37e-01,1.1
5.38e-01,0.7
5.39e-01,0.9
5.40e-01,1.1
5.41e-01,0.9
5.42e-01,0.7
5.43e-01,1.1
5.44e-01,1.1
5.45e-01,0.3
5.46e-01,1.1
5.47e-01,0.9
5.48e-01,0.5
5.49e-01,0.7
5.50e-01,1.1
5.51e-01,0.7
5.52e-01,0.5
5.53e-01,1.1
5.54e-01,0.9
5.55e-01,0.3
5.56e-01,0.9
5.57e-01,1.1
5.58e-01,0.5
5.59e-01,0.7
5.60e-01,1.3
5.61e-01,0.7
5.62e-01,0.5
5.63e-01,1.1
5.64e-01,0.9
5.65e-01,0.3
5.66e-01,0.7
5.67e-01,1.1
5.68e-01,0.5
5.69e-01,0.7
5.70e-01,1.1
5.71e-01,0.7
5.72e-01,0.5
5.73e-01,0.9
5.74e-01,0.9
5.75e-01,0.3
5.76e-01,0.9
5.77e-01,1.1
5.78e-01,0.5
5.79e-01,0.7
5.80e-01,1.3
5.81e-01,0.9
5.82e-01,0.3
5.83e-01,0.9
5.84e-01,0.9
5.85e-01,0.5
5.86e-01,1.1
5.87e-01,1.1
5.88e-01,0.5
5.89e-01,0.5
5.90e-01,0.9
5.91e-01,0.7
5.92e-01,0.1
5.93e-01,0.5
5.94e-01,0.7
5.95e-01,0.1
5.96e-01,0.7
5.97e-01,0.7
5.98e-01,0.3
5.99e-01,0.5
6.00e-01,0.7
6.01e-01,0.5
6.02e-01,0.5
6.03e-01,0.9
6.04e-01,0.9
6.05e-01,0.3
6.06e-01,0.9
6.07e-01,1.5
6.08e-01,0.7
6.09e-01,1.1
6.10e-01,1.3
6.11e-01,0.9
6.12e-01,0.9
6.13e-01,1.3
6.14e-01,1.3
6.15e-01,0.7
6.16e-01,1.3
6.17e-01,1.1
6.18e-01,1.1
6.19e-01,0.7
6.20e-01,1.1
6.21e-01,0.9
6.22e-01,0.3
6.23e-01,0.7
6.24e-01,0.7
6.25e-01,0.1
6.26e-01,0.5
6.27e-01,0.7
6.28e-01,0.3
6.29e-01,0.3
6.30e-01,0.7
6.31e-01,0.5
6.32e-01,-0.1
6.33e-01,0.7
6.34e-01,0.5
6.35e-01,0.1
6.36e-01,0.3
6.37e-01,0.9
6.38e-01,0.3
6.39e-01,0.5
6.40e-01,0.9
6.41e-01,0.5
6.42e-01,0.1
6.43e-01,0.7
6.44e-01,0.5
6.45e-01,0.1
6.46e-01,0.7
6.47e-01,0.7
6.48e-01,0.3
6.49e-01,0.5
6.50e-01,1.1
6.51e-01,0.9
6.52e-01,0.3
6.53e-01,0.9
6.54e-01,0.7
6.55e-01,0.3
6.56e-01,0.9
6.57e-01,0.9
6.58e-01,0.5
6.59e-01,0.5
6.60e-01,0.9
6.61e-01,0.7
6.62e-01,0.1
6.63e-01,0.7
6.64e-01,0.7
6.65e-01,0.1
6.66e-01,0.5
6.67e-01,0.7
6.68e-01,0.3
6.69e-01,0.3
6.70e-01,0.7
6.71e-01,0.5
6.72e-01,0.1
6.73e-01,0.5
6.74e-01,0.5
6.75e-01,-0.1
6.76e-01,0.5
6.77e-01,0.7
6.78e-01,0.3
6.79e-01,0.5
